customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
TA82973,,F,,785810.98%,28937.0,104.0,1/2/00,Personal Auto,SUV,117.959654
GK71720,,F,,606434.40%,0.0,86.0,1/0/00,Personal Auto,Four-Door Car,545.240341
OQ61223,Cali,M,,1749752.20%,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
LL62746,,M,,897064.73%,12829.0,118.0,1/0/00,Personal Auto,SUV,328.231432
JQ56711,,F,,592311.72%,92163.0,73.0,1/0/00,Personal Auto,Two-Door Car,66.568642
AW77988,,M,,3585059.94%,17588.0,192.0,1/0/00,Personal Auto,Luxury Car,1382.4
QP84605,WA,F,Bachelors,870984.53%,41546.0,111.0,1/0/00,Corporate Auto,Four-Door Car,121.306839
MY97912,AZ,M,,1330933.52%,0.0,127.0,1/0/00,Personal Auto,SUV,609.6
IB87349,Cali,M,,452850.49%,70340.0,113.0,1/0/00,Special Auto,Four-Door Car,542.4
AW73065,,F,,279190.65%,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,532.8
BW80872,WA,M,,443441.12%,34549.0,111.0,1/0/00,Personal Auto,Four-Door Car,125.933005
PX70175,AZ,M,,799600.75%,93459.0,99.0,1/0/00,Personal Auto,Four-Door Car,655.41333
KF75098,AZ,M,Bachelors,512973.90%,86148.0,65.0,1/2/00,Personal Auto,Four-Door Car,312.0
IS50283,Cali,F,Bachelors,569717.52%,27048.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
MY64920,,F,,921713.06%,73259.0,115.0,1/0/00,Personal Auto,SUV,673.34265
KN34250,,F,,1020892.76%,35482.0,129.0,1/0/00,Corporate Auto,SUV,619.2
GN46207,,F,,417068.73%,29462.0,107.0,1/1/00,Personal Auto,SUV,513.6
KL57176,,F,,450540.58%,67801.0,115.0,1/1/00,Personal Auto,SUV,23.810491
MN94234,Cali,M,,310756.86%,0.0,94.0,1/4/00,Personal Auto,Two-Door Car,451.2
JY90595,AZ,M,,552866.50%,16042.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
HK26543,Cali,M,,504586.67%,28056.0,64.0,1/1/00,Personal Auto,Four-Door Car,307.2
PN86062,Cali,M,,296272.25%,16495.0,85.0,1/3/00,Corporate Auto,Four-Door Car,408.0
VW27730,Cali,F,,866595.64%,41163.0,108.0,1/0/00,Corporate Auto,SUV,231.922173
SH55671,AZ,F,,1141344.12%,0.0,161.0,1/1/00,Personal Auto,Sports Car,772.8
MO56878,Cali,M,Bachelors,1548843.20%,33799.0,109.0,1/3/00,Corporate Auto,SUV,664.980242
VO38365,WA,F,,886114.95%,90125.0,110.0,1/0/00,Corporate Auto,SUV,128.645946
SV35618,,F,Bachelors,593474.15%,87747.0,147.0,1/1/00,Personal Auto,SUV,46.492039
RX12347,,M,,354323.21%,35695.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0
FR55658,Cali,M,,349002.83%,90985.0,87.0,1/0/00,Personal Auto,Four-Door Car,78.085149
XS12556,Cali,F,,368309.99%,0.0,101.0,1/0/00,Corporate Auto,Sports Car,564.466556
ZU73588,Cali,M,,598977.39%,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.2
WT43034,Cali,F,,1250084.30%,0.0,165.0,1/0/00,Personal Auto,SUV,792.0
VM13430,,F,Bachelors,860915.82%,79090.0,107.0,1/0/00,Corporate Auto,SUV,289.040734
TC78849,,M,Bachelors,249745.51%,24825.0,64.0,1/0/00,Personal Auto,Two-Door Car,155.938593
VC34764,Cali,M,,701917.72%,26806.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4
WO90953,,F,,538792.63%,56835.0,67.0,1/0/00,Personal Auto,Two-Door Car,326.549425
IU47468,,F,Bachelors,616555.75%,0.0,88.0,1/0/00,Special Auto,Two-Door Car,653.65668
KO46064,Cali,M,Bachelors,273020.29%,46135.0,69.0,1/0/00,Personal Auto,Four-Door Car,103.935601
RB34917,AZ,F,Bachelors,516211.69%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,809.532341
BI38192,,F,,793706.48%,22862.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
PU18983,,F,,860815.72%,21450.0,110.0,1/2/00,Personal Auto,Sports Car,528.0
SW79912,,M,Bachelors,263254.58%,95854.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
ES39217,,F,Bachelors,778500.42%,44897.0,99.0,1/1/00,Personal Auto,Four-Door Car,580.72531
KP72427,WA,M,,2163983.86%,64455.0,108.0,1/0/00,Personal Auto,SUV,133.735395
UA19178,,F,,498082.50%,53265.0,62.0,1/0/00,Personal Auto,Four-Door Car,238.005074
PR53785,AZ,F,,745723.78%,0.0,198.0,1/1/00,Personal Auto,Luxury Car,1577.674417
XF57481,WA,M,,1064093.93%,50450.0,90.0,1/0/00,Personal Auto,Two-Door Car,135.892444
CN90378,Cali,F,,686250.83%,54780.0,88.0,1/3/00,Personal Auto,Four-Door Car,135.26125
KI56154,,M,,904898.34%,0.0,119.0,1/0/00,Personal Auto,Sports Car,571.2
UI55951,Cali,M,Bachelors,554803.19%,67798.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
FF28650,,M,Bachelors,831268.16%,21442.0,118.0,1/0/00,Personal Auto,SUV,566.4
FS55302,Cali,M,Bachelors,238998.10%,27615.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6
TN79487,Cali,M,Bachelors,445811.34%,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
HG32616,,M,,529574.17%,50200.0,135.0,1/0/00,Personal Auto,Sports Car,637.063458
UK41984,AZ,F,,383960.61%,0.0,112.0,1/2/00,Personal Auto,SUV,537.6
LZ52266,Cali,F,,373150.46%,0.0,96.0,1/0/00,Personal Auto,Four-Door Car,460.8
PM27367,Cali,F,,277890.37%,73570.0,70.0,1/1/00,Special Auto,Two-Door Car,75.936096
ZK21724,,F,,401654.20%,0.0,111.0,1/0/00,Personal Auto,SUV,799.2
BH35482,WA,M,,493094.93%,70412.0,61.0,1/0/00,Corporate Auto,Two-Door Car,136.291083
QE22757,,M,,249131.70%,36631.0,62.0,1/0/00,Personal Auto,Four-Door Car,67.530904
ON77649,,F,,290887.59%,35895.0,73.0,1/0/00,Personal Auto,Four-Door Car,312.921256
RN82884,AZ,F,,428294.80%,40864.0,109.0,1/1/00,Personal Auto,SUV,166.937747
CQ75652,,M,,834162.37%,0.0,118.0,1/0/00,Personal Auto,Four-Door Car,566.4
FF58467,AZ,F,,509078.13%,93018.0,63.0,1/0/00,Personal Auto,Four-Door Car,135.382194
BS83666,,M,Bachelors,736618.83%,70014.0,62.0,1/0/00,Corporate Auto,Four-Door Car,17.742954
WO29605,,F,,243687.51%,48875.0,61.0,1/0/00,Personal Auto,Two-Door Car,1.838367
TL77607,Cali,M,Bachelors,885268.87%,67969.0,74.0,1/0/00,Personal Auto,Four-Door Car,197.776009
EZ50606,,F,,2387547.68%,0.0,108.0,1/0/00,Corporate Auto,SUV,612.102262
OS39723,,F,,560049.65%,68665.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.2
FN69743,Cali,M,,463654.65%,26802.0,66.0,1/1/00,Corporate Auto,Two-Door Car,316.8
XW96958,,M,,757334.51%,0.0,110.0,1/0/00,Corporate Auto,Four-Door Car,1193.036154
TU92578,Cali,M,,1469663.55%,45345.0,125.0,1/0/00,Personal Auto,SUV,600.0
TL43709,WA,M,,897214.03%,89689.0,74.0,1/0/00,Personal Auto,Four-Door Car,136.829537
YE68736,Cali,F,Bachelors,772484.01%,32051.0,193.0,1/1/00,Personal Auto,SUV,926.4
OB96537,,M,,594667.07%,81139.0,74.0,1/0/00,Special Auto,Four-Door Car,392.6364
EU68825,,F,,800054.51%,63834.0,100.0,1/1/00,Personal Auto,Sports Car,215.226476
CC31456,AZ,M,Bachelors,645756.10%,37548.0,81.0,1/0/00,Special Auto,Four-Door Car,160.598662
DJ77787,AZ,F,,728144.01%,0.0,69.0,1/3/00,Personal Auto,Four-Door Car,371.803029
LN26837,Cali,M,,259243.78%,72421.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
YI92916,,M,,467842.34%,83102.0,116.0,1/0/00,Corporate Auto,Four-Door Car,443.670399
NW54906,,M,,1386992.71%,28432.0,118.0,1/0/00,Personal Auto,SUV,612.300581
ME77513,,F,,871777.78%,83707.0,108.0,1/0/00,Corporate Auto,Four-Door Car,290.391526
UK76891,Cali,F,,523398.68%,63259.0,65.0,1/0/00,Corporate Auto,Four-Door Car,316.795337
SI26888,,F,,476418.97%,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,405.527937
YD74948,,F,,247246.92%,63860.0,62.0,1/0/00,Personal Auto,Four-Door Car,208.598246
HB64268,WA,M,Bachelors,281369.26%,43836.0,73.0,1/0/00,Personal Auto,Four-Door Car,138.130879
BW52697,Cali,F,,550505.70%,86132.0,68.0,1/0/00,Personal Auto,Two-Door Car,301.437365
NL41409,,F,Bachelors,260620.85%,28519.0,66.0,1/0/00,Personal Auto,Two-Door Car,456.473115
OD69005,AZ,F,,1048194.38%,39102.0,88.0,1/0/00,Personal Auto,Four-Door Car,152.338562
ZZ91716,Cali,F,Bachelors,325676.64%,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,491.755368
UK70255,Cali,F,,3047578.05%,97298.0,128.0,1/0/00,Personal Auto,Sports Car,48.517439
QT25383,,M,,636490.22%,41986.0,84.0,1/2/00,Personal Auto,Two-Door Car,430.375049
AW18068,AZ,M,,946850.93%,0.0,88.0,1/0/00,Personal Auto,Two-Door Car,633.6
NS45347,,F,,563145.19%,17291.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
FV19421,Cali,M,Bachelors,778099.93%,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,246.489123
XW89091,Cali,M,,981652.83%,37256.0,62.0,1/0/00,Personal Auto,Four-Door Car,128.969729
YC11951,,M,,751913.36%,96306.0,95.0,1/1/00,Corporate Auto,Four-Door Car,185.355353
UY18770,Cali,F,Bachelors,1017971.70%,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.8
RA49085,Cali,F,,277283.92%,37038.0,71.0,1/1/00,Corporate Auto,Four-Door Car,9.071305
BG84194,,M,,403750.18%,90760.0,103.0,1/2/00,Special Auto,SUV,133.475315
PT64580,WA,M,,419196.61%,77048.0,103.0,1/0/00,Personal Auto,SUV,141.199465
MR67738,,F,,267686.79%,54480.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
DM95829,Cali,M,,252395.96%,16244.0,68.0,1/0/00,Personal Auto,Two-Door Car,623.223617
DB75522,Cali,F,,698840.16%,22436.0,89.0,1/0/00,Special Auto,Four-Door Car,427.2
LM34525,WA,F,,874205.78%,71592.0,72.0,1/0/00,Personal Auto,Four-Door Car,141.725051
WW30771,AZ,M,,267331.96%,28728.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
QP65569,AZ,M,,1215732.99%,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
TN50051,Cali,F,,295776.40%,83318.0,73.0,1/0/00,Personal Auto,Two-Door Car,211.336937
UO86707,WA,M,,717390.94%,75217.0,61.0,1/1/00,Personal Auto,Four-Door Car,147.080303
JA41698,,M,Bachelors,309953.80%,0.0,102.0,1/5/00,Corporate Auto,SUV,862.762957
NX18774,,M,Bachelors,841568.46%,55308.0,107.0,1/0/00,Corporate Auto,SUV,513.6
DA69469,,F,,2684312.45%,36068.0,97.0,1/0/00,Personal Auto,Two-Door Car,113.367765
CN23147,,M,Bachelors,1305717.07%,48804.0,112.0,1/1/00,Corporate Auto,Four-Door Car,537.6
RA68844,,M,,959995.02%,0.0,131.0,1/0/00,Personal Auto,SUV,943.2
GH42026,,M,Bachelors,853510.89%,55790.0,111.0,1/0/00,Personal Auto,SUV,117.672722
BD16530,AZ,F,Bachelors,829348.19%,70258.0,69.0,1/0/00,Personal Auto,Four-Door Car,225.145949
JH91579,,F,Bachelors,684615.03%,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
WK23685,,F,Bachelors,663685.98%,47274.0,83.0,1/1/00,Corporate Auto,Four-Door Car,182.432565
GR62267,WA,F,,560908.25%,44705.0,71.0,1/0/00,Personal Auto,Two-Door Car,148.173152
PI78084,AZ,M,,507732.09%,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,525.6
GF97874,WA,F,,527562.70%,70446.0,65.0,1/0/00,Personal Auto,Four-Door Car,155.570802
ZH19885,WA,F,,251459.20%,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914
UK25655,,F,Bachelors,343525.01%,64348.0,86.0,1/0/00,Personal Auto,Two-Door Car,212.391975
QR45101,,M,Bachelors,662461.18%,0.0,62.0,1/0/00,Corporate Auto,Two-Door Car,297.6
EL93539,Cali,M,,575744.23%,88997.0,72.0,1/0/00,Special Auto,Four-Door Car,174.041566
EE99484,WA,F,,251459.20%,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914
DP46882,Cali,F,,288645.16%,10312.0,78.0,1/0/00,Corporate Auto,Four-Door Car,486.278557
WP41146,Cali,F,,534143.88%,0.0,72.0,1/1/00,Personal Auto,Four-Door Car,345.6
TK60799,AZ,F,,416001.81%,96263.0,103.0,1/0/00,Personal Auto,SUV,1.924709
DN29808,Cali,F,,284624.54%,28919.0,72.0,1/0/00,Corporate Auto,Four-Door Car,518.4
SS59521,,F,,477025.66%,0.0,68.0,1/1/00,Personal Auto,Two-Door Car,326.4
NG66579,,M,Bachelors,505961.62%,41869.0,64.0,1/0/00,Personal Auto,Two-Door Car,262.12205
TC14209,AZ,F,,909574.46%,0.0,128.0,1/0/00,Personal Auto,SUV,921.6
ED50963,Cali,F,,268886.40%,32808.0,68.0,1/1/00,Personal Auto,Four-Door Car,541.695658
GP40701,Cali,F,Bachelors,827763.76%,79780.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
CP98451,,F,,905793.53%,91025.0,112.0,1/0/00,Personal Auto,SUV,327.682669
NX52648,Cali,F,,380175.04%,33043.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
ZC32510,AZ,M,,933934.16%,69442.0,118.0,1/3/00,Personal Auto,Four-Door Car,1265.570302
NG27780,,M,,252012.32%,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,63.043197
HN95240,AZ,F,,498409.53%,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0
EB59129,,F,Bachelors,259574.80%,47234.0,65.0,1/0/00,Personal Auto,Four-Door Car,15.631363
RA70851,,M,,743769.33%,86863.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
PM19162,,M,Bachelors,1453678.76%,25805.0,66.0,1/2/00,Personal Auto,Four-Door Car,375.866091
MS59005,,M,Bachelors,591330.59%,43676.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8
SU71163,AZ,M,,277166.30%,59855.0,74.0,1/4/00,Personal Auto,Two-Door Car,355.2
BD35676,AZ,M,,2919436.64%,35296.0,126.0,1/0/00,Personal Auto,SUV,452.616872
NI44621,,F,,988038.58%,36576.0,125.0,1/1/00,Personal Auto,SUV,113.450122
EW33419,Cali,F,,1511440.24%,28513.0,100.0,1/1/00,Corporate Auto,SUV,480.0
HX44948,,M,Bachelors,575991.08%,85448.0,72.0,1/0/00,Special Auto,Four-Door Car,16.03451
DL36983,,F,,849516.42%,23791.0,110.0,1/3/00,Personal Auto,Two-Door Car,615.27228
XR87264,Cali,F,Bachelors,438118.42%,20597.0,112.0,1/0/00,Personal Auto,Four-Door Car,615.256301
NN99001,AZ,F,,699782.74%,56940.0,87.0,1/0/00,Personal Auto,Four-Door Car,512.66245
XV95530,,M,Bachelors,1143058.85%,93210.0,71.0,1/0/00,Personal Auto,Two-Door Car,74.523935
OL97871,,F,Bachelors,748248.61%,48992.0,94.0,1/1/00,Personal Auto,Four-Door Car,426.072946
HQ23708,AZ,F,,859691.66%,53736.0,71.0,1/0/00,Personal Auto,Two-Door Car,169.287785
WR63188,AZ,M,,785496.08%,25378.0,66.0,1/1/00,Personal Auto,Four-Door Car,419.464143
NG82219,,F,Bachelors,258240.85%,76731.0,64.0,1/0/00,Personal Auto,Four-Door Car,201.455005
KU29408,WA,M,,907576.82%,37722.0,116.0,1/0/00,Corporate Auto,Sports Car,158.077504
RE46783,Cali,F,Bachelors,411858.86%,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.4
RU94434,,M,,1215732.99%,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
GI82355,AZ,M,Bachelors,515281.96%,0.0,68.0,1/0/00,Corporate Auto,Four-Door Car,326.4
VO26340,,M,,651297.65%,0.0,93.0,1/0/00,Personal Auto,Two-Door Car,669.6
NV61299,AZ,F,Bachelors,2778969.24%,33806.0,89.0,1/0/00,Corporate Auto,Four-Door Car,395.729716
DX31066,WA,F,,266727.00%,94041.0,66.0,1/0/00,Personal Auto,Four-Door Car,159.756733
CY50337,,F,,1092840.71%,74965.0,90.0,1/0/00,Personal Auto,Four-Door Car,58.557552
TJ20375,AZ,F,,761538.13%,34095.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
EP72155,Cali,F,,200435.07%,0.0,66.0,1/4/00,Personal Auto,Four-Door Car,316.8
JJ76159,Cali,M,,243468.12%,96045.0,61.0,1/0/00,Corporate Auto,Four-Door Car,8.582971
BG15419,,F,Bachelors,1419536.03%,86355.0,118.0,1/0/00,Personal Auto,Sports Car,285.418473
AO74776,Cali,F,,942768.49%,27824.0,118.0,1/0/00,Personal Auto,SUV,566.4
HQ82233,Cali,M,,1198242.09%,42995.0,101.0,1/0/00,Personal Auto,SUV,410.508316
OL72737,,F,,310278.95%,21235.0,79.0,1/0/00,Personal Auto,Two-Door Car,244.23135
ZQ59828,Cali,M,,422263.12%,74585.0,106.0,1/0/00,Personal Auto,SUV,218.598065
NZ15548,,M,Bachelors,402381.44%,41833.0,103.0,1/0/00,Personal Auto,Four-Door Car,643.826716
XK61304,Cali,F,,529715.18%,23908.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0
EJ44139,,M,Bachelors,2142363.72%,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
CM94425,AZ,M,Bachelors,441620.62%,61953.0,113.0,1/0/00,Personal Auto,SUV,497.047297
OV54878,Cali,M,Bachelors,463903.52%,0.0,142.0,1/0/00,Corporate Auto,SUV,1022.4
JF57282,,M,Bachelors,486354.46%,0.0,137.0,1/0/00,Personal Auto,SUV,657.6
MY37953,AZ,F,Bachelors,2583090.98%,73760.0,107.0,1/1/00,Personal Auto,Sports Car,230.245772
XP64922,,F,,297431.49%,23333.0,74.0,1/0/00,Corporate Auto,Four-Door Car,5.622751
WL65572,Cali,M,,206445.88%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
LN50325,AZ,F,,1006460.83%,20440.0,128.0,1/2/00,Corporate Auto,Sports Car,614.4
HJ15383,WA,M,,803240.19%,27658.0,68.0,1/0/00,Personal Auto,Four-Door Car,160.07526
KH59823,Cali,M,,548921.41%,50943.0,139.0,1/0/00,Special Auto,SUV,667.2
YM79169,Cali,M,Bachelors,261275.67%,19003.0,71.0,1/0/00,Personal Auto,Two-Door Car,34.651305
DR38127,Cali,M,,857346.39%,46703.0,108.0,1/0/00,Personal Auto,Four-Door Car,678.100487
PU42145,Cali,M,Bachelors,2412750.40%,14072.0,71.0,1/0/00,Personal Auto,Four-Door Car,511.2
KM33477,,M,,855038.66%,21733.0,73.0,1/0/00,Corporate Auto,Four-Door Car,525.6
RI53167,AZ,M,Bachelors,230864.80%,20811.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
OF77789,AZ,F,,425462.07%,11904.0,61.0,1/2/00,Personal Auto,Two-Door Car,292.8
YB33445,,F,,898285.04%,43490.0,114.0,1/4/00,Corporate Auto,SUV,174.588413
BA17836,Cali,M,,786816.60%,57340.0,67.0,1/0/00,Corporate Auto,Four-Door Car,159.391681
JS43228,Cali,M,,770424.87%,49088.0,97.0,1/0/00,Corporate Auto,Four-Door Car,698.4
BB11622,,M,,1055217.00%,47761.0,131.0,1/0/00,Personal Auto,SUV,232.711071
HQ70429,WA,F,,1604510.95%,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,163.046956
WK88044,AZ,M,Bachelors,873783.75%,61281.0,110.0,1/0/00,Personal Auto,SUV,79.865605
LA80525,,M,Bachelors,545489.07%,0.0,82.0,1/1/00,Corporate Auto,Two-Door Car,393.6
EH16250,AZ,M,Bachelors,770528.33%,25290.0,66.0,1/0/00,Personal Auto,Four-Door Car,382.085897
PU41872,AZ,F,,703926.24%,24239.0,88.0,1/0/00,Personal Auto,Four-Door Car,48.348319
HB85743,Cali,M,Bachelors,883808.56%,82664.0,114.0,1/3/00,Personal Auto,SUV,133.425609
MM71959,AZ,M,Bachelors,873352.73%,83210.0,110.0,1/0/00,Personal Auto,Sports Car,528.0
MB83663,,F,Bachelors,959747.48%,38736.0,81.0,1/0/00,Personal Auto,Two-Door Car,561.414794
KR43119,Cali,M,,450666.02%,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
KH24214,,M,,1785797.23%,55437.0,64.0,1/1/00,Personal Auto,Four-Door Car,445.287788
AC40767,WA,M,,249780.82%,68041.0,6464.0,1/0/00,Personal Auto,Two-Door Car,165.570243
HP55391,,M,,542613.62%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,407.99684
EG62398,Cali,F,,799814.38%,29066.0,100.0,1/0/00,Personal Auto,SUV,844.229478
VS19949,,M,Bachelors,289762.07%,54337.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
AM92343,,F,,1159950.22%,67616.0,96.0,1/0/00,Personal Auto,Four-Door Car,340.306584
GI68556,Cali,F,Bachelors,1514793.06%,41082.0,63.0,1/0/00,Personal Auto,Two-Door Car,106.647493
JT11876,,F,,543576.78%,0.0,10202.0,1/0/00,Personal Auto,Four-Door Car,626.116259
XR64251,,F,,272535.64%,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.60333
MK34957,,F,,1329771.23%,50631.0,112.0,1/4/00,Special Auto,SUV,784.65781
GP18756,Cali,M,,992704.97%,19592.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
AP23850,,F,,1777154.90%,0.0,114.0,1/0/00,Personal Auto,Two-Door Car,547.2
KQ65521,AZ,F,,1826927.02%,55761.0,115.0,1/0/00,Personal Auto,Sports Car,86.27772
EJ19449,Cali,F,,272221.07%,17576.0,71.0,1/0/00,Special Auto,Four-Door Car,398.502948
QB70027,Cali,F,Bachelors,708321.24%,41449.0,89.0,1/0/00,Personal Auto,Four-Door Car,63.516572
QW47320,,F,Bachelors,1017971.70%,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.8
KH64733,,F,,588950.91%,62007.0,73.0,1/0/00,Personal Auto,Four-Door Car,120.015609
ON59472,AZ,M,,1577139.34%,21921.0,206.0,1/0/00,Corporate Auto,Luxury SUV,1254.137899
HP94242,AZ,F,Bachelors,528817.33%,42621.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
RV15398,,M,,2758055.40%,0.0,87.0,1/1/00,Personal Auto,Four-Door Car,417.6
EA25683,,M,,777853.23%,63786.0,196.0,1/0/00,Corporate Auto,Luxury SUV,798.002689
PW73754,,F,,734186.13%,0.0,104.0,1/3/00,Personal Auto,Sports Car,82.041684
MC71942,,F,,791919.70%,82877.0,99.0,1/1/00,Personal Auto,Two-Door Car,22.819088
OX72195,AZ,M,,216387.02%,0.0,63.0,1/0/00,Corporate Auto,Two-Door Car,302.4
YQ99152,,M,,978780.88%,10475.0,88.0,1/1/00,Personal Auto,Two-Door Car,422.4
KI19439,,F,,520764.08%,21952.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
PM76175,,F,Bachelors,2114727.72%,49721.0,132.0,1/0/00,Corporate Auto,Sports Car,639.971388
US45383,,M,,1228076.66%,88340.0,102.0,1/0/00,Personal Auto,Two-Door Car,489.6
GT38956,,F,,244139.42%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
SN41301,,M,Bachelors,653556.06%,0.0,65.0,1/0/00,Corporate Auto,Four-Door Car,468.0
BE62503,,F,,920659.83%,24589.0,82.0,1/0/00,Personal Auto,Two-Door Car,511.497882
PA16884,,F,Bachelors,411858.86%,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.4
NC58480,,F,Bachelors,483820.90%,73769.0,61.0,1/2/00,Personal Auto,Four-Door Car,239.540223
NS39326,,F,,462554.81%,66670.0,114.0,1/0/00,Personal Auto,SUV,518.180364
PN18507,AZ,M,Bachelors,1404210.30%,88854.0,118.0,1/0/00,Personal Auto,Two-Door Car,715.252366
EK91340,,M,Bachelors,754661.35%,31266.0,193.0,1/0/00,Corporate Auto,Luxury Car,926.4
JY16280,,F,,251459.20%,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914
ZW71731,,M,Bachelors,517035.84%,89284.0,133.0,1/2/00,Corporate Auto,SUV,402.070719
ZC24631,,M,,1391737.72%,67267.0,89.0,1/0/00,Corporate Auto,Four-Door Car,94.814032
YR34689,,F,,1131813.08%,79270.0,95.0,1/3/00,Personal Auto,Four-Door Car,456.0
RT65829,,M,Bachelors,427636.36%,36692.0,109.0,1/1/00,Personal Auto,Four-Door Car,523.2
BZ12077,,F,,432224.03%,0.0,119.0,1/0/00,Personal Auto,SUV,571.2
WM65373,,F,,800230.83%,0.0,107.0,1/0/00,Corporate Auto,SUV,513.6
NH35059,,M,,388545.64%,0.0,105.0,1/0/00,Corporate Auto,Four-Door Car,504.0
QD38160,,M,,447177.82%,0.0,135.0,1/0/00,Personal Auto,SUV,972.0
BM15160,,F,,849635.28%,44624.0,71.0,1/1/00,Special Auto,Four-Door Car,73.883044
VY79030,AZ,F,,2250088.35%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8
EV19512,,F,,1630196.76%,19614.0,85.0,1/0/00,Personal Auto,Two-Door Car,574.024018
TE13577,,F,,231973.59%,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,632.715382
WY97929,AZ,M,,871704.98%,83846.0,74.0,1/3/00,Special Auto,Four-Door Car,355.2
YG20683,,M,,286011.17%,51159.0,72.0,1/0/00,Personal Auto,Four-Door Car,4.238626
FK75497,,M,,245340.83%,83772.0,62.0,1/0/00,Personal Auto,Two-Door Car,42.248087
NE60110,AZ,M,,598977.39%,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.2
TN36521,AZ,F,,2498022.55%,88440.0,70.0,1/0/00,Personal Auto,Two-Door Car,27.145151
HG33568,AZ,F,,748263.95%,25666.0,63.0,1/2/00,Personal Auto,Four-Door Car,270.002766
TW17878,,F,,245757.60%,52926.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
ZO83562,,F,Bachelors,237974.12%,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,494.946438
CH97539,,F,Bachelors,828696.44%,40001.0,70.0,1/0/00,Personal Auto,Four-Door Car,142.567008
CV29889,,M,,239391.54%,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.266308
MO33320,,M,,465715.95%,18024.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
QZ81258,,F,,1319792.89%,0.0,68.0,1/3/00,Personal Auto,Four-Door Car,326.4
NY56352,,F,Bachelors,280391.67%,23220.0,74.0,1/0/00,Personal Auto,Four-Door Car,251.334247
EA27048,,F,,864650.41%,64125.0,108.0,1/0/00,Personal Auto,SUV,369.818708
UT38865,,F,,742587.06%,58042.0,62.0,1/0/00,Corporate Auto,Four-Door Car,161.419528
